applicant_index,original_sex_code,original_sex_group,original_group,flipped_sex_code,flipped_sex_group,flipped_group,actual_default,original_probability,flipped_probability,absolute_probability_change,baseline_decision_changed,recall_policy_decision_changed
17905,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.11289033,0.11289033,0.0,False,False
17910,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.726288,0.726288,0.0,False,False
17919,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.09661275,0.09661275,0.0,False,False
17922,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.078560434,0.078560434,0.0,False,False
17925,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.14367247,0.14367247,0.0,False,False
17926,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.8413123,0.8413123,0.0,False,False
17930,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.29162273,0.29162273,0.0,False,False
17945,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.28277427,0.28277427,0.0,False,False
17949,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.10530848,0.10530848,0.0,False,False
17960,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.19684443,0.19684443,0.0,False,False
17961,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.074666694,0.074666694,0.0,False,False
17967,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.046132725,0.046132725,0.0,False,False
17968,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.15305142,0.15305142,0.0,False,False
17971,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.33747208,0.33747208,0.0,False,False
17992,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.03526374,0.03526374,0.0,False,False
17996,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.048545755,0.048545755,0.0,False,False
18007,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.032825205,0.032825205,0.0,False,False
18015,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1621837,0.1621837,0.0,False,False
18023,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.18209642,0.18209642,0.0,False,False
18026,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.73476976,0.73476976,0.0,False,False
18027,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.24247088,0.24247088,0.0,False,False
18037,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.20719941,0.20719941,0.0,False,False
18038,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.7974597,0.7974597,0.0,False,False
18043,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.17105767,0.17105767,0.0,False,False
18049,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.19552381,0.19552381,0.0,False,False
18058,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.42936817,0.42936817,0.0,False,False
18059,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.0935853,0.0935853,0.0,False,False
18062,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.74476373,0.74476373,0.0,False,False
18080,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.061095487,0.061095487,0.0,False,False
18082,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.065415055,0.065415055,0.0,False,False
18090,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.12063513,0.12063513,0.0,False,False
18096,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.543043,0.543043,0.0,False,False
18104,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.35219628,0.35219628,0.0,False,False
18107,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.14608358,0.14608358,0.0,False,False
18109,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.75281763,0.75281763,0.0,False,False
18110,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.78195935,0.78195935,0.0,False,False
18112,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.0968826,0.0968826,0.0,False,False
18113,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.26853028,0.26853028,0.0,False,False
18118,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.09081386,0.09081386,0.0,False,False
18119,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.11330489,0.11330489,0.0,False,False
18120,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.04303842,0.04303842,0.0,False,False
18124,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.064517274,0.064517274,0.0,False,False
18127,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.072892845,0.072892845,0.0,False,False
18132,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.03992419,0.03992419,0.0,False,False
18134,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.26853028,0.26853028,0.0,False,False
18143,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.053497963,0.053497963,0.0,False,False
18150,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1360295,0.1360295,0.0,False,False
18153,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16658822,0.16658822,0.0,False,False
18154,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1747825,0.1747825,0.0,False,False
18156,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.09791612,0.09791612,0.0,False,False
18169,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.7385148,0.7385148,0.0,False,False
18175,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16499686,0.16499686,0.0,False,False
18176,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.6530283,0.6530283,0.0,False,False
18180,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.09436694,0.09436694,0.0,False,False
18181,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.05788556,0.05788556,0.0,False,False
18189,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1421003,0.1421003,0.0,False,False
18194,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.07119404,0.07119404,0.0,False,False
18202,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.137789,0.137789,0.0,False,False
18208,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.15701969,0.15701969,0.0,False,False
18210,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.108769685,0.108769685,0.0,False,False
18213,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.11220849,0.11220849,0.0,False,False
18215,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.39549306,0.39549306,0.0,False,False
18217,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.17890713,0.17890713,0.0,False,False
18227,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.53568566,0.53568566,0.0,False,False
18233,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.033759363,0.033759363,0.0,False,False
18250,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.62435985,0.62435985,0.0,False,False
18251,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16649583,0.16649583,0.0,False,False
18253,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.05676489,0.05676489,0.0,False,False
18254,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.13461104,0.13461104,0.0,False,False
18261,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.21874464,0.21874464,0.0,False,False
18268,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16898064,0.16898064,0.0,False,False
18271,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.7368061,0.7368061,0.0,False,False
18275,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.122865416,0.122865416,0.0,False,False
18276,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.18587202,0.18587202,0.0,False,False
18278,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.80631334,0.80631334,0.0,False,False
18281,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.3205938,0.3205938,0.0,False,False
18287,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.15035796,0.15035796,0.0,False,False
18288,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.07556952,0.07556952,0.0,False,False
18294,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.25772142,0.25772142,0.0,False,False
18295,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.45339277,0.45339277,0.0,False,False
18300,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.1346309,0.1346309,0.0,False,False
18302,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.5589654,0.5589654,0.0,False,False
18310,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08851374,0.08851374,0.0,False,False
18311,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.22585729,0.22585729,0.0,False,False
18315,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.067813225,0.067813225,0.0,False,False
18317,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.24802646,0.24802646,0.0,False,False
18320,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12892912,0.12892912,0.0,False,False
18324,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18492222,0.18492222,0.0,False,False
18325,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.40845293,0.40845293,0.0,False,False
18329,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.12348064,0.12348064,0.0,False,False
18330,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09391725,0.09391725,0.0,False,False
18331,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.28115514,0.28115514,0.0,False,False
18335,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.80252516,0.80252516,0.0,False,False
18337,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.098382644,0.098382644,0.0,False,False
18340,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.20555809,0.20555809,0.0,False,False
18352,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.15738294,0.15738294,0.0,False,False
18366,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.21896951,0.21896951,0.0,False,False
18373,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.16625033,0.16625033,0.0,False,False
18376,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.074113145,0.074113145,0.0,False,False
18383,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.60870063,0.60870063,0.0,False,False
18384,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.24811463,0.24811463,0.0,False,False
18388,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09730534,0.09730534,0.0,False,False
18391,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.0596341,0.0596341,0.0,False,False
18395,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.27769864,0.27769864,0.0,False,False
18406,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.109623045,0.109623045,0.0,False,False
18410,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.23318872,0.23318872,0.0,False,False
18411,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.13234681,0.13234681,0.0,False,False
18412,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17282578,0.17282578,0.0,False,False
18423,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.058208153,0.058208153,0.0,False,False
18431,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.16571729,0.16571729,0.0,False,False
18432,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.6497836,0.6497836,0.0,False,False
18441,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.06092202,0.06092202,0.0,False,False
18444,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.50585586,0.50585586,0.0,False,False
18445,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.051829696,0.051829696,0.0,False,False
18448,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.32628155,0.32628155,0.0,False,False
18459,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.20358446,0.20358446,0.0,False,False
18466,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.23683769,0.23683769,0.0,False,False
18477,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.105912834,0.105912834,0.0,False,False
18480,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.04188756,0.04188756,0.0,False,False
18491,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07999644,0.07999644,0.0,False,False
18495,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.24919215,0.24919215,0.0,False,False
18499,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.22353663,0.22353663,0.0,False,False
18500,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07776853,0.07776853,0.0,False,False
18502,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07646358,0.07646358,0.0,False,False
18503,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12778148,0.12778148,0.0,False,False
18504,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07973968,0.07973968,0.0,False,False
18509,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.27407038,0.27407038,0.0,False,False
18511,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.13468988,0.13468988,0.0,False,False
18522,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.19839638,0.19839638,0.0,False,False
18526,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17207152,0.17207152,0.0,False,False
18531,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.077143185,0.077143185,0.0,False,False
18532,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.365605,0.365605,0.0,False,False
18544,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06014709,0.06014709,0.0,False,False
18552,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.07694165,0.07694165,0.0,False,False
18561,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08098995,0.08098995,0.0,False,False
18562,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.085864596,0.085864596,0.0,False,False
18567,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.15087408,0.15087408,0.0,False,False
18573,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.10381495,0.10381495,0.0,False,False
18575,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.3591805,0.3591805,0.0,False,False
18576,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17232344,0.17232344,0.0,False,False
18583,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.051576015,0.051576015,0.0,False,False
18588,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06463273,0.06463273,0.0,False,False
18593,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18822208,0.18822208,0.0,False,False
18594,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.048388608,0.048388608,0.0,False,False
18595,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09917835,0.09917835,0.0,False,False
18596,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18316807,0.18316807,0.0,False,False
18598,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08587799,0.08587799,0.0,False,False
18602,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.03248101,0.03248101,0.0,False,False
18603,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12750563,0.12750563,0.0,False,False
18608,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.13638052,0.13638052,0.0,False,False
18609,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.79173964,0.79173964,0.0,False,False
18620,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.13724224,0.13724224,0.0,False,False
18621,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.21959916,0.21959916,0.0,False,False
18625,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.53066605,0.53066605,0.0,False,False
18633,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.031191608,0.031191608,0.0,False,False
18634,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.44038182,0.44038182,0.0,False,False
18642,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.22997677,0.22997677,0.0,False,False
18651,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.16107245,0.16107245,0.0,False,False
18654,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.3639006,0.3639006,0.0,False,False
18668,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.16728655,0.16728655,0.0,False,False
18669,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.028896714,0.028896714,0.0,False,False
18678,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12798826,0.12798826,0.0,False,False
18691,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.582214,0.582214,0.0,False,False
18696,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.050988067,0.050988067,0.0,False,False
18701,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.21777618,0.21777618,0.0,False,False
18704,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.058274794,0.058274794,0.0,False,False
18712,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.04325279,0.04325279,0.0,False,False
18715,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08958822,0.08958822,0.0,False,False
18717,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.058946252,0.058946252,0.0,False,False
18718,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.74692535,0.74692535,0.0,False,False
18719,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.658324,0.658324,0.0,False,False
18720,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.7217029,0.7217029,0.0,False,False
18727,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.049473457,0.049473457,0.0,False,False
18732,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.14330104,0.14330104,0.0,False,False
18738,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.35705036,0.35705036,0.0,False,False
18754,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09099756,0.09099756,0.0,False,False
18763,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.20909384,0.20909384,0.0,False,False
18764,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.058479015,0.058479015,0.0,False,False
18765,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12340811,0.12340811,0.0,False,False
18768,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.1323503,0.1323503,0.0,False,False
18771,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.264042,0.264042,0.0,False,False
18775,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.043192536,0.043192536,0.0,False,False
18779,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08575619,0.08575619,0.0,False,False
18782,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12776105,0.12776105,0.0,False,False
18798,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.108753994,0.108753994,0.0,False,False
18800,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.14233515,0.14233515,0.0,False,False
18818,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.156218,0.156218,0.0,False,False
18824,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09750912,0.09750912,0.0,False,False
18825,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.69246674,0.69246674,0.0,False,False
18826,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.511077,0.511077,0.0,False,False
18831,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12503973,0.12503973,0.0,False,False
18835,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08897288,0.08897288,0.0,False,False
18838,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.182634,0.182634,0.0,False,False
18841,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.3275308,0.3275308,0.0,False,False
18846,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08588757,0.08588757,0.0,False,False
18860,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.047655012,0.047655012,0.0,False,False
18861,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18818173,0.18818173,0.0,False,False
18874,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.45954078,0.45954078,0.0,False,False
18883,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.33780518,0.33780518,0.0,False,False
18886,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.045843482,0.045843482,0.0,False,False
18891,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.052716378,0.052716378,0.0,False,False
18896,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18589358,0.18589358,0.0,False,False
18901,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.11800493,0.11800493,0.0,False,False
18903,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.049605757,0.049605757,0.0,False,False
18904,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.026866762,0.026866762,0.0,False,False
18908,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.101651356,0.101651356,0.0,False,False
18924,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06688657,0.06688657,0.0,False,False
18925,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.7197898,0.7197898,0.0,False,False
18927,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.7424094,0.7424094,0.0,False,False
18930,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.230882,0.230882,0.0,False,False
18934,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.4705213,0.4705213,0.0,False,False
18936,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.50587416,0.50587416,0.0,False,False
18937,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.040316142,0.040316142,0.0,False,False
18941,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06476049,0.06476049,0.0,False,False
18942,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.11591018,0.11591018,0.0,False,False
18943,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.042567004,0.042567004,0.0,False,False
18948,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.30993757,0.30993757,0.0,False,False
18955,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.1678148,0.1678148,0.0,False,False
18973,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17263398,0.17263398,0.0,False,False
18978,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07849248,0.07849248,0.0,False,False
18980,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.100703575,0.100703575,0.0,False,False
18984,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.14027613,0.14027613,0.0,False,False
18992,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17570007,0.17570007,0.0,False,False
18994,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.0970845,0.0970845,0.0,False,False
18998,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.08902706,0.08902706,0.0,False,False
19011,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.6798431,0.6798431,0.0,False,False
19020,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17721535,0.17721535,0.0,False,False
19021,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.7465521,0.7465521,0.0,False,False
19023,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.6740563,0.6740563,0.0,False,False
19032,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.4544086,0.4544086,0.0,False,False
19039,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.5194588,0.5194588,0.0,False,False
19044,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.089861505,0.089861505,0.0,False,False
19052,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.5702789,0.5702789,0.0,False,False
19053,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.13536903,0.13536903,0.0,False,False
19071,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.054682847,0.054682847,0.0,False,False
19073,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09532002,0.09532002,0.0,False,False
19079,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.10456433,0.10456433,0.0,False,False
19092,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09176972,0.09176972,0.0,False,False
19095,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17157151,0.17157151,0.0,False,False
19099,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.087131105,0.087131105,0.0,False,False
19100,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.5232527,0.5232527,0.0,False,False
19107,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08906273,0.08906273,0.0,False,False
19117,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.4764934,0.4764934,0.0,False,False
19138,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18939799,0.18939799,0.0,False,False
19139,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.3024295,0.3024295,0.0,False,False
19144,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09498009,0.09498009,0.0,False,False
19145,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.8184169,0.8184169,0.0,False,False
19155,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12211741,0.12211741,0.0,False,False
19170,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.15460311,0.15460311,0.0,False,False
19176,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18797989,0.18797989,0.0,False,False
19184,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17981748,0.17981748,0.0,False,False
19224,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09368219,0.09368219,0.0,False,False
19230,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17029536,0.17029536,0.0,False,False
19246,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.7165485,0.7165485,0.0,False,False
19251,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.053027846,0.053027846,0.0,False,False
19264,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.53722245,0.53722245,0.0,False,False
19267,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.075121954,0.075121954,0.0,False,False
19268,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.22292627,0.22292627,0.0,False,False
19272,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.053904507,0.053904507,0.0,False,False
19273,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.0644493,0.0644493,0.0,False,False
19277,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.13976745,0.13976745,0.0,False,False
19283,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.15640444,0.15640444,0.0,False,False
