applicant_position,sex_code,sex_group,group,nearest_other_group_position,nearest_other_sex_code,nearest_other_sex_group,nearest_other_group,feature_distance,original_probability,neighbour_probability,probability_difference,original_actual_default,neighbour_actual_default
1951,2,Female,Female (SEX=2),5912,1,Male,Male (SEX=1),0.8462185134797441,0.08734788,0.12842293,0.04107504999999999,1,0
1955,2,Female,Female (SEX=2),2685,1,Male,Male (SEX=1),0.9464440264979026,0.10827228,0.1387902,0.030517920000000004,0,0
1956,2,Female,Female (SEX=2),1256,1,Male,Male (SEX=1),2.1552274055377993,0.6736913,0.70997065,0.036279350000000044,1,0
1960,2,Female,Female (SEX=2),5916,1,Male,Male (SEX=1),0.9048576589997113,0.07295313,0.08066884,0.007715710000000001,0,0
1962,2,Female,Female (SEX=2),3573,1,Male,Male (SEX=1),2.847221621746497,0.26298285,0.28277427,0.019791420000000004,0,0
1963,2,Female,Female (SEX=2),407,1,Male,Male (SEX=1),0.33561946598022807,0.32029957,0.29311323,0.027186339999999976,1,0
1966,2,Female,Female (SEX=2),1447,1,Male,Male (SEX=1),3.5241746852036018,0.12004723,0.11423551,0.005811720000000006,0,0
1967,2,Female,Female (SEX=2),563,1,Male,Male (SEX=1),3.4570185681881007,0.16023907,0.097785234,0.06245383600000001,0,0
1968,2,Female,Female (SEX=2),3371,1,Male,Male (SEX=1),4.760449085598171,0.06443915,0.19627039,0.13183124,0,0
1969,2,Female,Female (SEX=2),1947,1,Male,Male (SEX=1),2.3837675699090104,0.16042781,0.223469,0.06304119,0,0
1970,2,Female,Female (SEX=2),615,1,Male,Male (SEX=1),2.924876361545929,0.032858472,0.044691026,0.011832554000000002,0,0
1971,2,Female,Female (SEX=2),3139,1,Male,Male (SEX=1),1.1396593392128982,0.061867986,0.057573352,0.0042946339999999986,0,0
1973,2,Female,Female (SEX=2),1566,1,Male,Male (SEX=1),1.0141930996931927,0.11330545,0.18055183,0.06724638,0,0
1976,2,Female,Female (SEX=2),2239,1,Male,Male (SEX=1),0.642126734763257,0.334798,0.37771496,0.042916960000000004,1,0
1977,2,Female,Female (SEX=2),4041,1,Male,Male (SEX=1),7.256835330142519,0.07872807,0.10818601,0.029457940000000002,0,0
1979,2,Female,Female (SEX=2),5424,1,Male,Male (SEX=1),4.323227991901901,0.20712633,0.69943815,0.49231181999999996,1,1
1980,2,Female,Female (SEX=2),722,1,Male,Male (SEX=1),1.082920660611865,0.0931748,0.09200904,0.0011657600000000018,0,0
1983,2,Female,Female (SEX=2),3104,1,Male,Male (SEX=1),0.26544396400189385,0.33985096,0.32796568,0.011885279999999998,0,0
1984,2,Female,Female (SEX=2),15,1,Male,Male (SEX=1),2.1823237566173557,0.22048856,0.3194635,0.09897494000000001,0,0
1985,2,Female,Female (SEX=2),3334,1,Male,Male (SEX=1),2.9813850828781994,0.28292316,0.19568229,0.08724087,0,0
1986,2,Female,Female (SEX=2),417,1,Male,Male (SEX=1),0.6772130929273911,0.060045693,0.05187726,0.008168432999999996,0,0
1987,2,Female,Female (SEX=2),2957,1,Male,Male (SEX=1),1.3684889070006652,0.10171965,0.07890257,0.02281707999999999,1,1
1988,2,Female,Female (SEX=2),4764,1,Male,Male (SEX=1),1.4243236477188563,0.07836071,0.21204606,0.13368535,0,0
1989,2,Female,Female (SEX=2),5927,1,Male,Male (SEX=1),2.599315702036968,0.08689255,0.11708307,0.03019052,0,0
1990,2,Female,Female (SEX=2),24,1,Male,Male (SEX=1),1.9300667716449516,0.18710397,0.19745353,0.01034955999999998,0,0
1992,2,Female,Female (SEX=2),3610,1,Male,Male (SEX=1),0.23262497894121356,0.20021094,0.26853028,0.06831934,0,0
1993,2,Female,Female (SEX=2),5854,1,Male,Male (SEX=1),0.22495113154834986,0.25340784,0.24229093,0.011116910000000008,0,0
1995,2,Female,Female (SEX=2),2957,1,Male,Male (SEX=1),1.4031304601607009,0.14211833,0.07890257,0.06321575999999998,0,1
1996,2,Female,Female (SEX=2),2998,1,Male,Male (SEX=1),1.862350801437157,0.03792816,0.069192976,0.031264816,0,0
1997,2,Female,Female (SEX=2),5864,1,Male,Male (SEX=1),2.274991505815939,0.79290825,0.56362855,0.22927969999999998,1,1
1998,2,Female,Female (SEX=2),1233,1,Male,Male (SEX=1),0.6865574298891745,0.05497366,0.059939235,0.004965575,0,1
1999,2,Female,Female (SEX=2),3621,1,Male,Male (SEX=1),3.3947756516870258,0.13378215,0.1421003,0.008318150000000024,0,0
2000,2,Female,Female (SEX=2),2539,1,Male,Male (SEX=1),4.6537769518577985,0.11807127,0.18013643,0.06206515999999998,0,0
2003,2,Female,Female (SEX=2),5375,1,Male,Male (SEX=1),0.7593066486785793,0.22633225,0.22591512,0.00041713000000001554,1,0
2004,2,Female,Female (SEX=2),614,1,Male,Male (SEX=1),1.4341092178932353,0.7502133,0.69754434,0.05266895999999999,0,1
2006,2,Female,Female (SEX=2),1242,1,Male,Male (SEX=1),2.383620755215854,0.44942248,0.44305384,0.0063686400000000365,1,1
2008,2,Female,Female (SEX=2),5862,1,Male,Male (SEX=1),2.323488309347517,0.47880566,0.32994366,0.148862,0,0
2009,2,Female,Female (SEX=2),91,1,Male,Male (SEX=1),3.014822371601738,0.34218946,0.21597764,0.12621182,0,0
2010,2,Female,Female (SEX=2),1815,1,Male,Male (SEX=1),1.4777320139263463,0.7191114,0.3486985,0.37041289999999993,1,0
2011,2,Female,Female (SEX=2),147,1,Male,Male (SEX=1),1.5300151709305485,0.20442434,0.1569837,0.047440640000000006,0,0
2013,2,Female,Female (SEX=2),5327,1,Male,Male (SEX=1),2.654055585547211,0.06451388,0.18120562,0.11669174000000002,0,1
2014,2,Female,Female (SEX=2),5378,1,Male,Male (SEX=1),2.1836774830166608,0.054194916,0.054672044,0.0004771280000000003,0,0
2015,2,Female,Female (SEX=2),1830,1,Male,Male (SEX=1),2.0194764102218796,0.7122403,0.74547744,0.03323714,1,1
2018,2,Female,Female (SEX=2),1982,1,Male,Male (SEX=1),0.7673271935552373,0.1568326,0.14865431,0.008178289999999977,0,0
2020,2,Female,Female (SEX=2),1333,1,Male,Male (SEX=1),2.2675125590916587,0.25594622,0.24671555,0.009230669999999996,0,0
2021,2,Female,Female (SEX=2),5456,1,Male,Male (SEX=1),3.0262696299632603,0.25491917,0.21870585,0.036213319999999966,0,1
2022,2,Female,Female (SEX=2),2994,1,Male,Male (SEX=1),0.5504596923728978,0.09072485,0.21164949,0.12092464,1,0
2023,2,Female,Female (SEX=2),1602,1,Male,Male (SEX=1),2.209756365775571,0.67212605,0.73980427,0.06767822000000001,1,0
2025,2,Female,Female (SEX=2),383,1,Male,Male (SEX=1),1.936658490030199,0.044833697,0.07751336,0.032679663000000005,0,0
2026,2,Female,Female (SEX=2),2589,1,Male,Male (SEX=1),0.9283207942307834,0.10132831,0.135584,0.034255690000000005,0,0
2027,2,Female,Female (SEX=2),3594,1,Male,Male (SEX=1),1.1523420889532783,0.052831832,0.061095487,0.008263654999999995,1,0
2029,2,Female,Female (SEX=2),4913,1,Male,Male (SEX=1),2.4978092418456947,0.25295407,0.3561614,0.10320733000000004,0,0
2030,2,Female,Female (SEX=2),5994,1,Male,Male (SEX=1),0.8356876816786826,0.14603598,0.15390359,0.007867609999999997,1,1
2031,2,Female,Female (SEX=2),2990,1,Male,Male (SEX=1),2.5686678274940973,0.6038285,0.66411555,0.06028705000000001,1,1
2039,2,Female,Female (SEX=2),2223,1,Male,Male (SEX=1),3.6457017401947547,0.08695379,0.058303613,0.028650177000000006,0,0
2040,2,Female,Female (SEX=2),4105,1,Male,Male (SEX=1),1.2316419076747318,0.19552156,0.09873126,0.09679030000000001,0,0
2042,2,Female,Female (SEX=2),3334,1,Male,Male (SEX=1),1.7330434172616687,0.14221328,0.19568229,0.05346901000000001,0,0
2046,2,Female,Female (SEX=2),740,1,Male,Male (SEX=1),0.708820356075872,0.123975255,0.1226394,0.0013358550000000108,0,0
2047,2,Female,Female (SEX=2),687,1,Male,Male (SEX=1),2.019817239546095,0.18760324,0.16477486,0.02282838000000001,0,0
2048,2,Female,Female (SEX=2),182,1,Male,Male (SEX=1),1.2498935297064822,0.106391296,0.16574182,0.059350524000000016,0,0
2049,2,Female,Female (SEX=2),2155,1,Male,Male (SEX=1),3.005580499427263,0.06425791,0.10027039,0.03601248,0,0
2050,2,Female,Female (SEX=2),103,1,Male,Male (SEX=1),0.40987016376149676,0.18174037,0.25458258,0.07284220999999999,1,0
2051,2,Female,Female (SEX=2),3322,1,Male,Male (SEX=1),2.778933103391113,0.082821496,0.13337806,0.050556564,0,0
2052,2,Female,Female (SEX=2),3358,1,Male,Male (SEX=1),2.031454772166058,0.07230099,0.080999695,0.008698705000000001,0,0
2053,2,Female,Female (SEX=2),2570,1,Male,Male (SEX=1),0.8258547146720424,0.11536948,0.14925194,0.03388246,0,0
2055,2,Female,Female (SEX=2),5284,1,Male,Male (SEX=1),2.7697847139069145,0.29936647,0.35217544,0.05280897000000001,1,0
2056,2,Female,Female (SEX=2),5423,1,Male,Male (SEX=1),1.2617892725377036,0.06715319,0.055255167,0.011898023,0,0
2059,2,Female,Female (SEX=2),5433,1,Male,Male (SEX=1),3.894594110749784,0.068810016,0.06410871,0.004701306000000002,0,0
2061,2,Female,Female (SEX=2),2553,1,Male,Male (SEX=1),1.027391857166315,0.7784595,0.790511,0.012051499999999993,1,1
2063,2,Female,Female (SEX=2),5838,1,Male,Male (SEX=1),1.2754005192327111,0.1518806,0.21320869,0.06132809,0,0
2066,2,Female,Female (SEX=2),460,1,Male,Male (SEX=1),1.2207422311858738,0.10462223,0.13068815,0.026065920000000006,0,1
2067,2,Female,Female (SEX=2),1256,1,Male,Male (SEX=1),2.2311494433936945,0.6776097,0.70997065,0.032360950000000055,0,0
2068,2,Female,Female (SEX=2),1026,1,Male,Male (SEX=1),1.166374397045871,0.1044533,0.10504579,0.0005924900000000011,1,0
2069,2,Female,Female (SEX=2),656,1,Male,Male (SEX=1),2.133932228337467,0.14679648,0.067407615,0.079388865,0,0
2070,2,Female,Female (SEX=2),4925,1,Male,Male (SEX=1),1.5701613920908626,0.10218731,0.1888203,0.08663298999999999,0,0
2071,2,Female,Female (SEX=2),2392,1,Male,Male (SEX=1),1.6186705435057518,0.064122096,0.10003983,0.03591773399999999,0,0
2072,2,Female,Female (SEX=2),2303,1,Male,Male (SEX=1),2.678342158718874,0.83157265,0.81750673,0.014065920000000065,1,0
2076,2,Female,Female (SEX=2),3340,1,Male,Male (SEX=1),2.260515088421243,0.58077085,0.41756955,0.16320129999999994,1,0
2077,2,Female,Female (SEX=2),653,1,Male,Male (SEX=1),1.0339784219296975,0.3275631,0.29163998,0.035923119999999975,0,0
2078,2,Female,Female (SEX=2),3000,1,Male,Male (SEX=1),1.2971186477792132,0.03940184,0.037173785,0.0022280549999999996,0,0
2079,2,Female,Female (SEX=2),4925,1,Male,Male (SEX=1),0.8373556959948012,0.1664829,0.1888203,0.022337400000000007,0,0
2081,2,Female,Female (SEX=2),2370,1,Male,Male (SEX=1),2.2065930517057493,0.17883927,0.14774126,0.03109800999999998,0,0
2082,2,Female,Female (SEX=2),21,1,Male,Male (SEX=1),0.8915266070821393,0.36504057,0.4151387,0.05009813000000002,1,0
2083,2,Female,Female (SEX=2),5990,1,Male,Male (SEX=1),1.4592613397851149,0.11566687,0.12199357,0.006326699999999991,0,0
2085,2,Female,Female (SEX=2),4806,1,Male,Male (SEX=1),0.4828460194984324,0.06471232,0.07722183,0.012509510000000001,0,0
2086,2,Female,Female (SEX=2),4815,1,Male,Male (SEX=1),2.5714211093695467,0.06665436,0.041055676,0.025598683999999997,0,0
2087,2,Female,Female (SEX=2),2708,1,Male,Male (SEX=1),1.0280629370339398,0.147238,0.111254714,0.035983286,1,1
2089,2,Female,Female (SEX=2),3140,1,Male,Male (SEX=1),0.9393067023026402,0.23619084,0.2693703,0.033179459999999994,0,0
2091,2,Female,Female (SEX=2),4863,1,Male,Male (SEX=1),1.3051030611486425,0.8008887,0.8080592,0.0071704999999999686,0,1
2096,2,Female,Female (SEX=2),874,1,Male,Male (SEX=1),1.5529279962571707,0.3483434,0.35064104,0.0022976399999999897,0,1
2097,2,Female,Female (SEX=2),3139,1,Male,Male (SEX=1),1.3671013034709596,0.06669797,0.057573352,0.009124617999999994,0,0
2098,2,Female,Female (SEX=2),2955,1,Male,Male (SEX=1),4.083719559581094,0.56715554,0.7092686,0.14211306,0,1
2099,2,Female,Female (SEX=2),403,1,Male,Male (SEX=1),1.8224788500073623,0.23464496,0.18709226,0.0475527,0,0
2100,2,Female,Female (SEX=2),737,1,Male,Male (SEX=1),2.7085298963620397,0.12492206,0.16255541,0.03763335000000001,1,1
2102,2,Female,Female (SEX=2),1716,1,Male,Male (SEX=1),2.423350444105006,0.12686549,0.13231756,0.005452070000000003,0,0
2104,2,Female,Female (SEX=2),3295,1,Male,Male (SEX=1),0.9706395705568278,0.16866131,0.26014772,0.09148641000000002,0,0
2105,2,Female,Female (SEX=2),2658,1,Male,Male (SEX=1),1.0242768710558445,0.13969849,0.2539445,0.11424601000000001,0,0
2106,2,Female,Female (SEX=2),4885,1,Male,Male (SEX=1),1.9611347376540076,0.051098168,0.11664784,0.065549672,0,0
2108,2,Female,Female (SEX=2),4914,1,Male,Male (SEX=1),1.2248841231333167,0.21952854,0.1696495,0.049879039999999986,1,0
2109,2,Female,Female (SEX=2),844,1,Male,Male (SEX=1),1.1290390564240556,0.17788397,0.17063594,0.007248029999999989,1,0
2111,2,Female,Female (SEX=2),1063,1,Male,Male (SEX=1),1.5739345189525893,0.09862307,0.18940233,0.09077926000000001,0,0
2114,2,Female,Female (SEX=2),4805,1,Male,Male (SEX=1),1.709900849068998,0.123890676,0.17717037,0.05327969399999999,0,0
2115,2,Female,Female (SEX=2),5983,1,Male,Male (SEX=1),2.2234917021386433,0.2596282,0.291658,0.0320298,0,0
2118,2,Female,Female (SEX=2),5449,1,Male,Male (SEX=1),1.9886085733713597,0.26180157,0.36145815,0.09965658,0,1
2122,2,Female,Female (SEX=2),1322,1,Male,Male (SEX=1),1.7895617083947553,0.24359255,0.25974342,0.01615087000000001,0,1
2124,2,Female,Female (SEX=2),1242,1,Male,Male (SEX=1),2.361391424962254,0.7677298,0.44305384,0.32467596000000004,0,1
2128,2,Female,Female (SEX=2),167,1,Male,Male (SEX=1),3.284377906995522,0.023068944,0.03269534,0.009626396000000002,0,0
2131,2,Female,Female (SEX=2),4956,1,Male,Male (SEX=1),0.3226694560080724,0.35228592,0.35317162,0.0008857000000000448,1,0
2132,2,Female,Female (SEX=2),3310,1,Male,Male (SEX=1),1.4949604088616397,0.7195213,0.7259694,0.006448099999999957,1,1
2133,2,Female,Female (SEX=2),165,1,Male,Male (SEX=1),0.6386998082023128,0.19788295,0.10905576,0.08882719,0,1
2134,2,Female,Female (SEX=2),2957,1,Male,Male (SEX=1),0.8345426670202883,0.12029643,0.07890257,0.04139385999999999,0,1
2135,2,Female,Female (SEX=2),4861,1,Male,Male (SEX=1),1.0696218829765698,0.052841295,0.042030785,0.010810510000000002,0,0
2139,2,Female,Female (SEX=2),2028,1,Male,Male (SEX=1),0.03709214214043154,0.25741044,0.24317192,0.014238520000000005,0,1
2145,2,Female,Female (SEX=2),4173,1,Male,Male (SEX=1),0.6262978049966373,0.15036245,0.10898658,0.04137587000000001,0,0
2146,2,Female,Female (SEX=2),812,1,Male,Male (SEX=1),0.3602614913492909,0.13737306,0.2500359,0.11266283999999999,0,0
2147,2,Female,Female (SEX=2),4886,1,Male,Male (SEX=1),0.23873072488442457,0.26860473,0.17362475,0.09497998000000002,0,0
2149,2,Female,Female (SEX=2),4110,1,Male,Male (SEX=1),0.9546813618878153,0.18044755,0.16033238,0.020115170000000016,0,0
2150,2,Female,Female (SEX=2),749,1,Male,Male (SEX=1),2.0769671253233923,0.7390677,0.74179816,0.00273045999999999,1,0
2151,2,Female,Female (SEX=2),5977,1,Male,Male (SEX=1),2.150025099221057,0.13105085,0.11907961,0.011971239999999994,0,1
2156,2,Female,Female (SEX=2),313,1,Male,Male (SEX=1),0.519109339562194,0.08481223,0.08433532,0.00047690999999999706,0,0
2157,2,Female,Female (SEX=2),391,1,Male,Male (SEX=1),0.4481776537661146,0.3426879,0.33964473,0.003043169999999984,0,1
2158,2,Female,Female (SEX=2),379,1,Male,Male (SEX=1),0.7231557899758592,0.15187784,0.25424522,0.10236738000000001,0,0
2159,2,Female,Female (SEX=2),197,1,Male,Male (SEX=1),4.612932634552791,0.20440918,0.11870151,0.08570767,1,1
2160,2,Female,Female (SEX=2),5949,1,Male,Male (SEX=1),1.6119016875604442,0.34098145,0.24973308,0.09124837000000002,0,0
2161,2,Female,Female (SEX=2),5364,1,Male,Male (SEX=1),2.3556090079137446,0.04509873,0.22008467,0.17498594,0,0
2162,2,Female,Female (SEX=2),143,1,Male,Male (SEX=1),1.323557030346422,0.36246565,0.35632837,0.006137279999999967,1,0
2166,2,Female,Female (SEX=2),694,1,Male,Male (SEX=1),0.779988129414937,0.12489956,0.1395731,0.014673539999999999,1,0
2167,2,Female,Female (SEX=2),5918,1,Male,Male (SEX=1),1.7168084916552406,0.07610441,0.05603951,0.020064899999999997,0,0
2168,2,Female,Female (SEX=2),4110,1,Male,Male (SEX=1),1.117420697189186,0.11661583,0.16033238,0.04371654999999999,0,0
2171,2,Female,Female (SEX=2),969,1,Male,Male (SEX=1),0.5824439791693945,0.074698694,0.10216796,0.027469266000000006,0,0
2172,2,Female,Female (SEX=2),610,1,Male,Male (SEX=1),1.0258851063759817,0.10114807,0.11484435,0.013696279999999991,0,1
2173,2,Female,Female (SEX=2),4837,1,Male,Male (SEX=1),1.439798657756321,0.27451077,0.24192631,0.03258446000000001,1,0
2174,2,Female,Female (SEX=2),4819,1,Male,Male (SEX=1),0.6908661958040906,0.14027077,0.43415684,0.29388607,0,0
2175,2,Female,Female (SEX=2),4104,1,Male,Male (SEX=1),2.6116040029244783,0.11075607,0.08168713,0.02906894,0,0
2179,2,Female,Female (SEX=2),2764,1,Male,Male (SEX=1),1.2803361888703495,0.1356833,0.09361683,0.04206647000000001,1,0
2184,2,Female,Female (SEX=2),3610,1,Male,Male (SEX=1),0.2220564037913233,0.20021094,0.26853028,0.06831934,0,0
2186,2,Female,Female (SEX=2),5428,1,Male,Male (SEX=1),0.4168015678565594,0.16560192,0.15764625,0.007955670000000026,1,0
2188,2,Female,Female (SEX=2),5383,1,Male,Male (SEX=1),0.47090214792166835,0.07314741,0.07357694,0.0004295299999999974,0,0
2190,2,Female,Female (SEX=2),2461,1,Male,Male (SEX=1),1.1939453939494737,0.06472973,0.05190509,0.012824639999999998,0,0
2191,2,Female,Female (SEX=2),1633,1,Male,Male (SEX=1),1.223857656502707,0.118038535,0.114067055,0.0039714799999999995,0,0
2192,2,Female,Female (SEX=2),4732,1,Male,Male (SEX=1),1.5148345987633447,0.26335144,0.22769463,0.03565680999999998,0,0
2193,2,Female,Female (SEX=2),4964,1,Male,Male (SEX=1),2.4664270945098368,0.07170646,0.05929077,0.01241569,0,0
2194,2,Female,Female (SEX=2),2088,1,Male,Male (SEX=1),0.8239946726387772,0.16621904,0.17378186,0.007562819999999998,0,1
2195,2,Female,Female (SEX=2),4757,1,Male,Male (SEX=1),1.9969739285544883,0.086981505,0.141693,0.05471149500000001,0,0
2197,2,Female,Female (SEX=2),2685,1,Male,Male (SEX=1),1.7894531775701454,0.15367974,0.1387902,0.014889540000000007,0,0
2198,2,Female,Female (SEX=2),2117,1,Male,Male (SEX=1),1.5657228755325723,0.41085044,0.4919397,0.08108926,1,0
2199,2,Female,Female (SEX=2),4866,1,Male,Male (SEX=1),1.2282509837756272,0.10850426,0.09752938,0.010974880000000006,0,0
2200,2,Female,Female (SEX=2),4055,1,Male,Male (SEX=1),1.3545905177847224,0.7170964,0.45239556,0.26470084,0,1
2201,2,Female,Female (SEX=2),755,1,Male,Male (SEX=1),1.006590238588347,0.28105998,0.20670912,0.07435085999999999,0,0
2202,2,Female,Female (SEX=2),404,1,Male,Male (SEX=1),2.6948625851985573,0.3632178,0.26704028,0.09617751999999996,0,1
2204,2,Female,Female (SEX=2),122,1,Male,Male (SEX=1),0.9930631780456765,0.09684838,0.1442008,0.04735241999999999,0,0
2206,2,Female,Female (SEX=2),4815,1,Male,Male (SEX=1),1.695965025199792,0.0647089,0.041055676,0.023653224,0,0
2207,2,Female,Female (SEX=2),903,1,Male,Male (SEX=1),1.061137331123509,0.42673847,0.35139805,0.07534041999999996,1,1
2208,2,Female,Female (SEX=2),126,1,Male,Male (SEX=1),2.223509651043386,0.047900833,0.049716283,0.0018154500000000032,0,0
2209,2,Female,Female (SEX=2),2129,1,Male,Male (SEX=1),2.7901145651076176,0.17881025,0.121461734,0.057348516,0,0
2210,2,Female,Female (SEX=2),501,1,Male,Male (SEX=1),1.0527347077519886,0.11033356,0.100744516,0.009589043999999991,0,1
2211,2,Female,Female (SEX=2),2035,1,Male,Male (SEX=1),1.2853181819657473,0.21564262,0.21933511,0.0036924899999999927,0,0
2213,2,Female,Female (SEX=2),752,1,Male,Male (SEX=1),0.5061271903049728,0.33536923,0.3024659,0.03290333000000001,0,0
2214,2,Female,Female (SEX=2),5883,1,Male,Male (SEX=1),1.5572968715511195,0.30630374,0.21483876,0.09146498,0,0
2215,2,Female,Female (SEX=2),250,1,Male,Male (SEX=1),1.070856928328156,0.05770137,0.049319692,0.008381678000000004,1,0
2218,2,Female,Female (SEX=2),2012,1,Male,Male (SEX=1),0.3437730948882611,0.17061344,0.23727176,0.06665832,0,0
2220,2,Female,Female (SEX=2),2643,1,Male,Male (SEX=1),0.4253352555513126,0.13660628,0.124090895,0.01251538499999999,0,0
2222,2,Female,Female (SEX=2),2110,1,Male,Male (SEX=1),2.5565009700279195,0.37001228,0.3830377,0.013025419999999954,1,0
2226,2,Female,Female (SEX=2),1021,1,Male,Male (SEX=1),1.2700309327410104,0.26816687,0.33538395,0.06721707999999998,0,1
2229,2,Female,Female (SEX=2),4829,1,Male,Male (SEX=1),1.198394337032677,0.14794432,0.12282732,0.025116999999999987,1,0
2231,2,Female,Female (SEX=2),4840,1,Male,Male (SEX=1),2.226982566287554,0.08248663,0.10146931,0.018982679999999988,0,0
2233,2,Female,Female (SEX=2),1861,1,Male,Male (SEX=1),0.33190707255039015,0.35131168,0.35219628,0.0008845999999999576,1,1
2238,2,Female,Female (SEX=2),3323,1,Male,Male (SEX=1),0.5596387688878435,0.15317376,0.17190492,0.018731159999999997,0,0
2240,2,Female,Female (SEX=2),1634,1,Male,Male (SEX=1),0.48021889522180816,0.20772134,0.21162935,0.0039080099999999895,0,1
2241,2,Female,Female (SEX=2),2137,1,Male,Male (SEX=1),1.8308519048469651,0.13599896,0.16645305,0.03045408999999999,1,0
2243,2,Female,Female (SEX=2),2638,1,Male,Male (SEX=1),1.7504924595162692,0.8082287,0.5633966,0.2448321,1,1
2244,2,Female,Female (SEX=2),2117,1,Male,Male (SEX=1),1.5749682532615887,0.44192398,0.4919397,0.050015719999999986,0,0
2245,2,Female,Female (SEX=2),5375,1,Male,Male (SEX=1),1.7973799697438768,0.25419202,0.22591512,0.02827690000000002,1,0
2246,2,Female,Female (SEX=2),858,1,Male,Male (SEX=1),1.3352926073200024,0.06439764,0.187552,0.12315435999999999,0,0
2247,2,Female,Female (SEX=2),4787,1,Male,Male (SEX=1),1.553171474075646,0.1577273,0.14313328,0.014594019999999985,0,0
2249,2,Female,Female (SEX=2),2034,1,Male,Male (SEX=1),4.244463195583338,0.3282192,0.5151913,0.18697210000000003,0,1
2250,2,Female,Female (SEX=2),3085,1,Male,Male (SEX=1),1.8798991622733587,0.15682824,0.24869554,0.09186729999999999,0,0
2252,2,Female,Female (SEX=2),1714,1,Male,Male (SEX=1),3.7761097640567862,0.28026786,0.49353856,0.21327070000000004,1,0
2253,2,Female,Female (SEX=2),4189,1,Male,Male (SEX=1),1.3357119237526163,0.22529018,0.088993624,0.136296556,0,0
2256,2,Female,Female (SEX=2),2116,1,Male,Male (SEX=1),2.470128462430272,0.11954818,0.12055594,0.0010077599999999964,0,0
2257,2,Female,Female (SEX=2),3347,1,Male,Male (SEX=1),1.6125608110909604,0.5759756,0.6248724,0.04889679999999996,0,0
2259,2,Female,Female (SEX=2),4855,1,Male,Male (SEX=1),1.6801571532896489,0.06576966,0.054054912,0.011714747999999997,0,0
2261,2,Female,Female (SEX=2),23,1,Male,Male (SEX=1),2.086088417727487,0.15662643,0.049918763,0.106707667,0,0
2263,2,Female,Female (SEX=2),2877,1,Male,Male (SEX=1),1.0601465272001764,0.15971102,0.24586728,0.08615625999999998,1,0
2266,2,Female,Female (SEX=2),131,1,Male,Male (SEX=1),0.644880435247447,0.049987987,0.085844904,0.035856917,0,1
2268,2,Female,Female (SEX=2),1023,1,Male,Male (SEX=1),0.0,0.32227337,0.32227337,0.0,0,0
2271,2,Female,Female (SEX=2),4031,1,Male,Male (SEX=1),1.3135769247407054,0.14714622,0.22575724,0.07861102,0,0
2272,2,Female,Female (SEX=2),5457,1,Male,Male (SEX=1),3.706887758235864,0.6092556,0.57354707,0.03570852999999996,1,1
2273,2,Female,Female (SEX=2),5367,1,Male,Male (SEX=1),1.823686143242589,0.04740677,0.05490091,0.007494139999999996,0,0
2274,2,Female,Female (SEX=2),2024,1,Male,Male (SEX=1),0.6674896315812407,0.090159036,0.09549677,0.005337733999999997,0,1
2275,2,Female,Female (SEX=2),2155,1,Male,Male (SEX=1),2.5259053426975138,0.093943454,0.10027039,0.006326936000000005,0,0
2276,2,Female,Female (SEX=2),1947,1,Male,Male (SEX=1),1.8922346810067496,0.2384052,0.223469,0.01493620000000001,0,0
2277,2,Female,Female (SEX=2),1499,1,Male,Male (SEX=1),3.4188737787329853,0.061619207,0.038898364,0.022720843000000004,0,0
2278,2,Female,Female (SEX=2),1403,1,Male,Male (SEX=1),1.7872690554800037,0.047950204,0.04305274,0.004897464000000004,0,1
2280,2,Female,Female (SEX=2),4914,1,Male,Male (SEX=1),0.268360519704554,0.20246573,0.1696495,0.03281623,0,0
2284,2,Female,Female (SEX=2),4750,1,Male,Male (SEX=1),0.639354108332033,0.096759744,0.10401407,0.007254326000000005,0,0
2287,2,Female,Female (SEX=2),5390,1,Male,Male (SEX=1),2.988815428478925,0.20800778,0.13724649,0.07076129,0,0
2288,2,Female,Female (SEX=2),5982,1,Male,Male (SEX=1),1.918781289873132,0.10186551,0.10542242,0.0035569099999999965,0,0
2291,2,Female,Female (SEX=2),2235,1,Male,Male (SEX=1),3.3217471945995327,0.027017899,0.058508743,0.031490844000000004,0,0
2292,2,Female,Female (SEX=2),5277,1,Male,Male (SEX=1),3.0933614122793363,0.17213616,0.16425781,0.007878350000000006,0,0
2294,2,Female,Female (SEX=2),1511,1,Male,Male (SEX=1),1.26649560238168,0.09177637,0.07562525,0.01615111999999999,0,0
2295,2,Female,Female (SEX=2),3566,1,Male,Male (SEX=1),1.3403778516749048,0.16330306,0.11289033,0.05041273,0,0
2296,2,Female,Female (SEX=2),1026,1,Male,Male (SEX=1),0.5226663968451049,0.08465942,0.10504579,0.02038637,0,0
2298,2,Female,Female (SEX=2),3594,1,Male,Male (SEX=1),1.0443282788895074,0.05944035,0.061095487,0.001655136999999994,0,0
2299,2,Female,Female (SEX=2),5415,1,Male,Male (SEX=1),0.8662326002850483,0.056459226,0.04097928,0.015479946000000001,0,0
2301,2,Female,Female (SEX=2),713,1,Male,Male (SEX=1),3.9300657692401706,0.038942344,0.044258263,0.005315919000000002,0,0
2305,2,Female,Female (SEX=2),1762,1,Male,Male (SEX=1),1.760520844946123,0.09561719,0.044113304,0.051503886000000006,0,0
2313,2,Female,Female (SEX=2),1019,1,Male,Male (SEX=1),1.6695131394357923,0.4323507,0.4970128,0.0646621,1,1
